25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
25,25,2
