18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2
18,32,2

